customerId,recommendedProducts
15522,2|1|8|21|38|20|48|5|15|7
15523,165|82|2|0|89|21|86|5|61|13
15524,47|2|223|21|118|173|271|38|61|89
15525,2|1|0|56|13|7|14|66|25|15|2|1|0|56|13|7|14|66|25|15|2|1|0|56|13|7|14|66|25|15
15526,43|1|77|2|65|24|17|4|13|20
15527,110|152|170|91|138|94|103|21|153|76|110|152|170|91|138|94|103|21|153|76
15528,0|2|31|66|21|5|7|20|61|89|0|2|31|66|21|5|7|20|61|89
15529,121|4|1|30|148|7|147|2|13|283
15531,148|181|21|1|2|134|105|47|39|25|148|181|21|1|2|134|105|47|39|25
15532,2|0|21|31|5|33|61|89|19|7
15534,1|9|20|7|50|57|157|51|33|15|1|9|20|7|50|57|157|51|33|15
15535,23|29|11|169|2|109|164|114|234|298
15537,100|1|82|96|19|261|170|259|61|251|100|1|82|96|19|261|170|259|61|251|100|1|82|96|19|261|170|259|61|251
15539,2|8|21|0|15|5|48|47|79|55|2|8|21|0|15|5|48|47|79|55|2|8|21|0|15|5|48|47|79|55
15540,2|1|152|47|228|5|147|39|109|21|2|1|152|47|228|5|147|39|109|21|2|1|152|47|228|5|147|39|109|21
15541,2|1|17|61|21|33|7|55|20|8|2|1|17|61|21|33|7|55|20|8|2|1|17|61|21|33|7|55|20|8|2|1|17|61|21|33|7|55|20|8
15543,1|2|141|39|14|34|94|20|21|192|1|2|141|39|14|34|94|20|21|192
15544,2|1|14|47|5|148|195|18|0|61|2|1|14|47|5|148|195|18|0|61|2|1|14|47|5|148|195|18|0|61
15545,191|123|170|82|2|15|181|109|1|275|191|123|170|82|2|15|181|109|1|275
15546,195|68|203|227|25|47|92|21|36|53|195|68|203|227|25|47|92|21|36|53
15547,14|1|50|20|8|21|94|5|45|63
15548,33|1|17|216|56|20|55|15|7|31
15549,1|280|157|148|63|133|5|200|17|24
15550,2|1|21|47|15|61|0|19|8|39|2|1|21|47|15|61|0|19|8|39
15551,1|7|52|209|178|0|17|114|15|25|1|7|52|209|178|0|17|114|15|25
15552,0|2|31|21|5|7|9|33|47|20|0|2|31|21|5|7|9|33|47|20
15553,2|21|31|5|13|0|7|14|47|9|2|21|31|5|13|0|7|14|47|9|2|21|31|5|13|0|7|14|47|9
15554,1|33|82|2|21|173|95|91|8|19
15555,1|2|5|69|13|9|25|43|267|93|1|2|5|69|13|9|25|43|267|93|1|2|5|69|13|9|25|43|267|93
15557,133|2|14|1|182|13|7|20|9|50
15559,79|194|2|166|82|15|1|14|261|21|79|194|2|166|82|15|1|14|261|21|79|194|2|166|82|15|1|14|261|21|79|194|2|166|82|15|1|14|261|21|79|194|2|166|82|15|1|14|261|21
15560,2|38|1|48|11|15|29|36|107|20|2|38|1|48|11|15|29|36|107|20|2|38|1|48|11|15|29|36|107|20
15562,146|1|238|2|0|15|39|86|14|23
15563,48|38|36|79|21|14|15|61|0|33|48|38|36|79|21|14|15|61|0|33|48|38|36|79|21|14|15|61|0|33
15564,1|2|20|21|33|17|7|9|63|31|1|2|20|21|33|17|7|9|63|31
15566,43|1|2|13|17|24|65|4|57|209
15567,5|2|47|14|111|1|33|21|60|15
15568,48|38|79|36|194|2|49|166|1|51|48|38|79|36|194|2|49|166|1|51
15569,252|245|172|234|73|240|169|289|35|16|252|245|172|234|73|240|169|289|35|16|252|245|172|234|73|240|169|289|35|16
15570,8|79|38|36|48|2|21|1|82|173
15571,2|33|0|21|61|55|7|17|20|56|2|33|0|21|61|55|7|17|20|56|2|33|0|21|61|55|7|17|20|56
15572,2|31|59|0|21|5|20|13|69|7|2|31|59|0|21|5|20|13|69|7
15573,2|31|10|72|18|21|5|13|7|12|2|31|10|72|18|21|5|13|7|12|2|31|10|72|18|21|5|13|7|12|2|31|10|72|18|21|5|13|7|12|2|31|10|72|18|21|5|13|7|12|2|31|10|72|18|21|5|13|7|12
15574,34|2|78|1|9|190|8|15|61|14|34|2|78|1|9|190|8|15|61|14
15575,2|31|21|13|0|20|7|9|5|15|2|31|21|13|0|20|7|9|5|15|2|31|21|13|0|20|7|9|5|15|2|31|21|13|0|20|7|9|5|15
15576,2|42|51|1|133|8|13|62|245|166
15577,31|2|0|21|5|61|33|60|7|19
15578,1|2|72|12|18|13|21|5|59|7
15580,1|2|12|7|5|172|176|0|4|21
15581,2|47|5|1|162|36|76|135|113|14|2|47|5|1|162|36|76|135|113|14|2|47|5|1|162|36|76|135|113|14
15582,2|1|107|9|20|0|31|15|25|8|2|1|107|9|20|0|31|15|25|8|2|1|107|9|20|0|31|15|25|8|2|1|107|9|20|0|31|15|25|8|2|1|107|9|20|0|31|15|25|8|2|1|107|9|20|0|31|15|25|8|2|1|107|9|20|0|31|15|25|8
15583,156|135|9|33|1|6|51|16|56|107
15584,210|40|130|16|12|245|1|82|253|47
15585,0|2|1|272|7|20|25|5|14|28|0|2|1|272|7|20|25|5|14|28|0|2|1|272|7|20|25|5|14|28
15586,2|25|40|64|1|12|148|89|135|56
15587,1|2|0|7|47|178|5|72|21|9|1|2|0|7|47|178|5|72|21|9
15588,75|58|10|90|2|74|51|1|7|99
15589,1|2|20|12|44|18|141|281|19|269|1|2|20|12|44|18|141|281|19|269|1|2|20|12|44|18|141|281|19|269
15590,0|2|31|66|5|21|7|61|89|20|0|2|31|66|5|21|7|61|89|20|0|2|31|66|5|21|7|61|89|20
15591,80|14|5|12|8|61|21|13|17|0|80|14|5|12|8|61|21|13|17|0|80|14|5|12|8|61|21|13|17|0|80|14|5|12|8|61|21|13|17|0|80|14|5|12|8|61|21|13|17|0
15592,2|33|31|21|119|18|19|5|12|8|2|33|31|21|119|18|19|5|12|8|2|33|31|21|119|18|19|5|12|8
15593,2|25|40|64|1|12|148|89|135|56
15595,31|2|0|21|5|61|33|60|7|19|31|2|0|21|5|61|33|60|7|19
15596,1|15|8|61|17|94|33|19|11|195|1|15|8|61|17|94|33|19|11|195|1|15|8|61|17|94|33|19|11|195|1|15|8|61|17|94|33|19|11|195|1|15|8|61|17|94|33|19|11|195
15597,48|38|79|36|2|1|21|15|14|194|48|38|79|36|2|1|21|15|14|194
15598,123|2|244|7|1|208|13|11|57|20
15599,1|2|137|213|33|21|5|103|17|35|1|2|137|213|33|21|5|103|17|35|1|2|137|213|33|21|5|103|17|35
15600,1|9|7|133|13|15|50|2|209|51|1|9|7|133|13|15|50|2|209|51|1|9|7|133|13|15|50|2|209|51
15601,152|21|2|248|167|14|153|112|96|36
15602,5|2|76|61|1|47|59|171|62|271
15603,14|170|21|31|15|0|33|5|19|134|14|170|21|31|15|0|33|5|19|134
15604,38|2|79|36|194|47|15|21|33|16|38|2|79|36|194|47|15|21|33|16
15605,29|107|2|114|1|33|15|82|21|9|29|107|2|114|1|33|15|82|21|9
15606,2|7|1|13|9|178|252|14|77|4|2|7|1|13|9|178|252|14|77|4|2|7|1|13|9|178|252|14|77|4
15607,50|1|45|63|182|20|282|2|14|131
15608,2|1|21|14|17|298|20|38|8|7|2|1|21|14|17|298|20|38|8|7|2|1|21|14|17|298|20|38|8|7|2|1|21|14|17|298|20|38|8|7|2|1|21|14|17|298|20|38|8|7
15609,1|42|9|208|2|38|64|3|115|0
15610,31|2|0|21|5|61|33|60|7|19
15611,2|1|8|21|38|20|48|5|15|7
15614,1|2|21|8|33|15|0|9|137|20|1|2|21|8|33|15|0|9|137|20|1|2|21|8|33|15|0|9|137|20|1|2|21|8|33|15|0|9|137|20|1|2|21|8|33|15|0|9|137|20|1|2|21|8|33|15|0|9|137|20|1|2|21|8|33|15|0|9|137|20|1|2|21|8|33|15|0|9|137|20|1|2|21|8|33|15|0|9|137|20
15615,2|1|94|8|5|13|33|14|270|180
15616,2|31|0|21|5|33|61|7|30|89|2|31|0|21|5|33|61|7|30|89
15617,2|0|21|31|5|148|7|95|61|19|2|0|21|31|5|148|7|95|61|19
15618,63|45|94|258|9|240|120|64|290|31
15619,1|72|2|12|18|13|240|59|10|267
15621,272|0|2|148|1|296|72|5|7|36
15622,2|1|8|21|38|20|48|5|15|7
15624,2|31|148|61|21|5|0|14|12|13
15625,2|31|21|0|5|61|33|15|7|14
15626,1|34|2|72|13|8|12|211|18|61
15629,2|0|21|31|33|5|56|15|9|20|2|0|21|31|33|5|56|15|9|20
15630,2|33|21|0|47|19|23|8|15|5|2|33|21|0|47|19|23|8|15|5|2|33|21|0|47|19|23|8|15|5|2|33|21|0|47|19|23|8|15|5|2|33|21|0|47|19|23|8|15|5|2|33|21|0|47|19|23|8|15|5|2|33|21|0|47|19|23|8|15|5
15631,220|77|10|24|32|7|1|50|62|83|220|77|10|24|32|7|1|50|62|83
15632,2|1|8|21|38|20|48|5|15|7
15633,2|31|0|21|5|33|61|7|30|89
15634,8|2|38|5|0|14|61|19|82|47|8|2|38|5|0|14|61|19|82|47|8|2|38|5|0|14|61|19|82|47
15635,2|1|7|15|8|137|9|29|107|0|2|1|7|15|8|137|9|29|107|0|2|1|7|15|8|137|9|29|107|0
15636,187|2|170|1|223|15|33|89|21|5|187|2|170|1|223|15|33|89|21|5
15638,2|21|33|20|12|56|72|13|61|69|2|21|33|20|12|56|72|13|61|69|2|21|33|20|12|56|72|13|61|69|2|21|33|20|12|56|72|13|61|69
15639,2|31|21|59|5|0|14|20|7|86|2|31|21|59|5|0|14|20|7|86
15640,2|31|0|5|4|7|21|61|19|60|2|31|0|5|4|7|21|61|19|60
15641,148|44|47|173|38|239|115|96|197|61
15642,31|2|0|21|5|61|33|60|7|19
15643,1|2|4|7|0|73|178|57|72|24|1|2|4|7|0|73|178|57|72|24
15644,2|0|31|7|13|5|14|9|15|4
15645,2|1|8|21|38|20|48|5|15|7
15646,2|31|5|21|72|33|19|61|59|7|2|31|5|21|72|33|19|61|59|7|2|31|5|21|72|33|19|61|59|7|2|31|5|21|72|33|19|61|59|7|2|31|5|21|72|33|19|61|59|7|2|31|5|21|72|33|19|61|59|7|2|31|5|21|72|33|19|61|59|7
15647,2|1|8|21|38|20|48|5|15|7
15648,2|141|1|20|14|40|89|66|137|38
15649,1|2|72|12|18|13|59|5|21|7
15650,1|14|61|171|33|21|17|0|5|19|1|14|61|171|33|21|17|0|5|19|1|14|61|171|33|21|17|0|5|19
15651,1|2|47|15|199|21|227|274|89|7
15652,66|0|2|28|201|234|120|114|144|1
15654,2|127|172|47|25|8|162|287|9|1|2|127|172|47|25|8|162|287|9|1|2|127|172|47|25|8|162|287|9|1
15655,31|2|0|21|5|61|33|60|7|19
15656,154|47|54|26|113|1|2|108|13|4|154|47|54|26|113|1|2|108|13|4
15657,32|90|1|0|33|75|2|82|21|51
15658,14|1|5|3|33|8|21|17|15|19
15659,133|2|14|1|182|13|7|20|9|50
15660,2|47|21|0|5|7|9|19|8|61|2|47|21|0|5|7|9|19|8|61|2|47|21|0|5|7|9|19|8|61
15663,2|31|0|20|5|50|13|14|56|8|2|31|0|20|5|50|13|14|56|8|2|31|0|20|5|50|13|14|56|8|2|31|0|20|5|50|13|14|56|8
15664,2|1|8|21|38|20|48|5|15|7
15665,2|1|8|21|38|20|48|5|15|7
15668,1|33|21|0|55|2|56|9|47|17|1|33|21|0|55|2|56|9|47|17
15669,1|14|8|33|20|13|9|5|15|17
15670,39|1|14|15|5|21|20|0|179|151
15671,1|72|2|12|28|13|18|240|16|7
15672,14|9|45|1|8|131|135|2|33|290
15673,123|29|23|2|1|66|0|107|114|21
15674,2|1|8|21|38|20|48|5|15|7
15675,2|12|31|5|61|19|72|18|33|20
15676,25|67|86|39|114|275|265|20|2|122
15677,31|0|2|21|33|5|7|56|15|61|31|0|2|21|33|5|7|56|15|61|31|0|2|21|33|5|7|56|15|61
15678,272|0|2|123|148|1|4|7|12|72
15679,0|2|1|28|15|16|25|114|242|20|0|2|1|28|15|16|25|114|242|20
15681,1|2|43|21|8|5|82|20|15|148|1|2|43|21|8|5|82|20|15|148|1|2|43|21|8|5|82|20|15|148
15682,34|2|16|1|8|61|159|20|15|190|34|2|16|1|8|61|159|20|15|190|34|2|16|1|8|61|159|20|15|190
15683,2|0|7|13|5|21|9|20|15|4|2|0|7|13|5|21|9|20|15|4|2|0|7|13|5|21|9|20|15|4
15684,87|1|7|0|6|52|33|209|25|178|87|1|7|0|6|52|33|209|25|178
15685,51|172|2|1|108|173|21|64|5|19|51|172|2|1|108|173|21|64|5|19
15686,2|5|21|61|0|31|9|76|8|15|2|5|21|61|0|31|9|76|8|15|2|5|21|61|0|31|9|76|8|15|2|5|21|61|0|31|9|76|8|15
15687,33|1|17|20|56|9|157|101|21|7|33|1|17|20|56|9|157|101|21|7|33|1|17|20|56|9|157|101|21|7
15689,2|1|62|9|67|15|21|116|138|8|2|1|62|9|67|15|21|116|138|8|2|1|62|9|67|15|21|116|138|8
15690,2|1|8|47|14|21|70|94|15|67|2|1|8|47|14|21|70|94|15|67|2|1|8|47|14|21|70|94|15|67|2|1|8|47|14|21|70|94|15|67
15692,31|2|0|21|5|61|33|60|7|19|31|2|0|21|5|61|33|60|7|19
15693,1|2|72|12|18|5|234|16|61|13|1|2|72|12|18|5|234|16|61|13
15694,1|72|2|12|18|13|240|59|10|267
15695,33|0|31|21|2|7|17|20|15|56|33|0|31|21|2|7|17|20|15|56|33|0|31|21|2|7|17|20|15|56
15697,2|14|5|21|1|25|44|13|85|96
15698,90|2|1|58|14|244|10|7|5|27|90|2|1|58|14|244|10|7|5|27|90|2|1|58|14|244|10|7|5|27|90|2|1|58|14|244|10|7|5|27
15699,85|1|189|19|2|5|86|47|21|250
15700,2|31|59|0|21|5|20|13|69|7|2|31|59|0|21|5|20|13|69|7
15701,2|5|47|1|61|195|8|59|3|171|2|5|47|1|61|195|8|59|3|171
15702,7|2|1|13|4|252|26|133|131|8
15703,55|47|16|81|60|21|269|2|180|270
15704,1|72|2|12|18|13|240|59|10|267
15706,1|2|66|7|5|17|61|20|16|234|1|2|66|7|5|17|61|20|16|234|1|2|66|7|5|17|61|20|16|234|1|2|66|7|5|17|61|20|16|234
15707,119|178|2|5|148|55|1|20|25|70
15708,43|2|17|20|1|178|12|15|31|21|43|2|17|20|1|178|12|15|31|21|43|2|17|20|1|178|12|15|31|21
15710,2|31|188|61|19|20|15|0|21|8|2|31|188|61|19|20|15|0|21|8
15711,21|15|61|0|8|19|31|5|3|47|21|15|61|0|8|19|31|5|3|47
15712,1|2|21|178|15|8|12|14|5|9|1|2|21|178|15|8|12|14|5|9
15713,71|75|69|182|158|90|9|2|1|32|71|75|69|182|158|90|9|2|1|32
15714,86|1|2|33|21|173|8|47|19|14
15715,252|44|9|2|282|198|250|14|183|42
15716,252|7|13|176|17|2|4|26|57|24
15717,50|1|45|63|182|20|282|2|14|131
15718,12|242|16|28|86|2|25|15|11|179
15719,34|220|1|2|175|148|8|211|9|226|34|220|1|2|175|148|8|211|9|226|34|220|1|2|175|148|8|211|9|226
15720,0|10|13|47|1|182|271|31|2|100
15721,1|2|72|12|18|13|5|59|8|21|1|2|72|12|18|13|5|59|8|21
15722,28|47|40|173|245|82|13|16|253|109
15723,1|2|72|21|18|19|12|13|8|100
15724,188|67|116|62|138|2|47|82|25|173|188|67|116|62|138|2|47|82|25|173
15726,2|1|8|21|38|20|48|5|15|7
15727,11|1|29|14|35|21|15|5|8|170
15728,32|72|90|75|0|83|2|27|31|7|32|72|90|75|0|83|2|27|31|7|32|72|90|75|0|83|2|27|31|7
15731,1|9|20|16|21|157|61|269|25|47
15732,148|44|47|239|173|115|96|38|197|146
15733,1|14|15|61|8|47|94|44|5|20|1|14|15|61|8|47|94|44|5|20|1|14|15|61|8|47|94|44|5|20|1|14|15|61|8|47|94|44|5|20|1|14|15|61|8|47|94|44|5|20
15734,2|31|0|23|21|5|61|15|33|9
15735,56|8|1|2|34|64|240|43|9|33|56|8|1|2|34|64|240|43|9|33
15736,2|0|5|61|15|7|33|20|59|8|2|0|5|61|15|7|33|20|59|8
15737,2|1|8|21|38|20|48|5|15|7|2|1|8|21|38|20|48|5|15|7
15738,0|2|31|5|7|60|21|56|19|12|0|2|31|5|7|60|21|56|19|12
15739,10|75|32|27|74|6|83|244|2|7|10|75|32|27|74|6|83|244|2|7|10|75|32|27|74|6|83|244|2|7
15740,2|0|15|21|31|33|5|82|7|14|2|0|15|21|31|33|5|82|7|14
15741,135|2|25|1|8|15|7|12|62|9|135|2|25|1|8|15|7|12|62|9
15742,2|31|5|72|61|21|59|12|18|13|2|31|5|72|61|21|59|12|18|13
15743,147|146|1|2|15|19|21|23|61|126
15744,2|21|0|31|33|5|7|19|61|15
15745,34|1|9|2|20|8|7|31|148|12|34|1|9|2|20|8|7|31|148|12|34|1|9|2|20|8|7|31|148|12
15746,1|2|17|159|162|0|5|271|16|81|1|2|17|159|162|0|5|271|16|81|1|2|17|159|162|0|5|271|16|81
15747,31|2|0|21|5|61|33|60|7|19
15748,70|138|188|116|82|67|1|2|20|8
15749,2|145|1|5|275|15|21|20|8|14|2|145|1|5|275|15|21|20|8|14|2|145|1|5|275|15|21|20|8|14|2|145|1|5|275|15|21|20|8|14|2|145|1|5|275|15|21|20|8|14|2|145|1|5|275|15|21|20|8|14|2|145|1|5|275|15|21|20|8|14|2|145|1|5|275|15|21|20|8|14
15750,1|17|33|21|0|69|2|55|16|31|1|17|33|21|0|69|2|55|16|31|1|17|33|21|0|69|2|55|16|31
15751,2|31|0|21|5|61|146|15|7|19
15752,1|2|21|15|210|170|16|0|73|61|1|2|21|15|210|170|16|0|73|61|1|2|21|15|210|170|16|0|73|61|1|2|21|15|210|170|16|0|73|61|1|2|21|15|210|170|16|0|73|61|1|2|21|15|210|170|16|0|73|61|1|2|21|15|210|170|16|0|73|61
15753,94|259|2|97|15|210|109|136|1|124|94|259|2|97|15|210|109|136|1|124
15754,2|1|8|21|38|20|48|5|15|7
15755,100|1|82|96|19|261|170|259|61|251
15756,31|2|0|21|5|61|33|60|7|19
15757,1|2|12|234|18|72|267|13|61|28|1|2|12|234|18|72|267|13|61|28
15758,31|2|0|21|5|61|33|60|7|19
15759,220|83|1|137|2|7|72|6|246|0|220|83|1|137|2|7|72|6|246|0
15760,207|1|14|5|7|3|33|13|8|31|207|1|14|5|7|3|33|13|8|31
15761,31|2|0|21|5|61|33|60|7|19
15762,165|2|82|132|21|5|31|14|0|61|165|2|82|132|21|5|31|14|0|61
15763,1|7|52|209|178|0|17|114|15|25
15764,14|1|21|5|47|13|7|19|33|61
15765,173|56|75|176|1|276|246|8|82|34
15766,90|32|75|72|13|2|0|80|83|27|90|32|75|72|13|2|0|80|83|27
15767,2|47|21|223|96|61|11|271|162|112|2|47|21|223|96|61|11|271|162|112
15768,178|73|4|2|13|77|7|14|24|120
15770,1|8|47|19|17|167|15|3|195|5|1|8|47|19|17|167|15|3|195|5
15771,146|1|238|2|0|15|39|86|14|23
15772,2|61|47|44|21|148|14|96|115|13
15773,80|2|0|31|61|21|15|19|5|14
15774,1|14|21|8|5|15|145|165|82|38|1|14|21|8|5|15|145|165|82|38|1|14|21|8|5|15|145|165|82|38|1|14|21|8|5|15|145|165|82|38|1|14|21|8|5|15|145|165|82|38
15775,8|79|36|1|2|15|14|21|20|7|8|79|36|1|2|15|14|21|20|7|8|79|36|1|2|15|14|21|20|7|8|79|36|1|2|15|14|21|20|7
15776,148|181|1|2|21|93|35|100|134|25|148|181|1|2|21|93|35|100|134|25|148|181|1|2|21|93|35|100|134|25
15777,2|62|70|188|1|38|8|20|15|47|2|62|70|188|1|38|8|20|15|47
15778,14|1|5|8|33|21|3|15|17|19
15779,2|31|5|0|61|21|76|59|7|19|2|31|5|0|61|21|76|59|7|19
15780,12|59|86|269|1|2|20|14|16|25|12|59|86|269|1|2|20|14|16|25
15781,1|2|72|13|7|12|18|11|150|9
15782,28|47|40|173|245|82|13|16|253|109
15784,2|1|8|21|38|20|48|5|15|7
15785,1|2|72|18|17|5|33|13|19|12|1|2|72|18|17|5|33|13|19|12
15786,1|220|129|2|0|138|59|13|267|10|1|220|129|2|0|138|59|13|267|10|1|220|129|2|0|138|59|13|267|10
15787,2|0|31|21|82|61|148|30|14|85|2|0|31|21|82|61|148|30|14|85
15788,171|2|9|21|0|1|4|7|56|61|171|2|9|21|0|1|4|7|56|61|171|2|9|21|0|1|4|7|56|61
15789,2|1|70|9|7|82|144|138|21|67|2|1|70|9|7|82|144|138|21|67
15790,2|1|8|21|38|20|48|5|15|7
15791,2|148|233|1|8|111|14|134|17|38
15792,249|283|92|250|2|82|62|148|175|7
15793,41|2|13|208|111|244|164|1|269|5
15794,14|1|9|7|20|50|47|77|13|57
15795,1|14|2|9|0|44|50|267|15|36|1|14|2|9|0|44|50|267|15|36
15796,2|5|31|0|21|61|76|59|47|15|2|5|31|0|21|61|76|59|47|15|2|5|31|0|21|61|76|59|47|15|2|5|31|0|21|61|76|59|47|15
15798,175|116|9|188|274|94|1|138|21|180
15799,1|2|0|17|21|5|13|20|33|9|1|2|0|17|21|5|13|20|33|9|1|2|0|17|21|5|13|20|33|9|1|2|0|17|21|5|13|20|33|9|1|2|0|17|21|5|13|20|33|9|1|2|0|17|21|5|13|20|33|9
15800,127|2|1|123|25|82|20|21|14|15|127|2|1|123|25|82|20|21|14|15|127|2|1|123|25|82|20|21|14|15
15801,2|0|21|5|31|61|14|69|12|20|2|0|21|5|31|61|14|69|12|20
15802,2|187|1|44|15|223|264|14|38|8|2|187|1|44|15|223|264|14|38|8|2|187|1|44|15|223|264|14|38|8
15803,137|2|71|1|64|63|25|57|30|9
15805,2|1|8|21|38|20|48|5|15|7
15806,2|1|8|21|38|20|48|5|15|7
15808,2|0|21|5|20|12|31|13|14|8|2|0|21|5|20|12|31|13|14|8|2|0|21|5|20|12|31|13|14|8|2|0|21|5|20|12|31|13|14|8|2|0|21|5|20|12|31|13|14|8
15809,169|61|33|1|107|164|6|73|208|265|169|61|33|1|107|164|6|73|208|265
15810,10|58|32|27|74|244|6|246|173|83|10|58|32|27|74|244|6|246|173|83|10|58|32|27|74|244|6|246|173|83|10|58|32|27|74|244|6|246|173|83
15811,2|47|1|152|61|134|5|8|148|251|2|47|1|152|61|134|5|8|148|251
15812,112|1|33|21|0|269|9|56|20|2|112|1|33|21|0|269|9|56|20|2|112|1|33|21|0|269|9|56|20|2
15813,121|4|1|30|148|7|147|2|13|283
15814,82|106|126|273|167|2|14|261|44|19
15815,2|1|8|21|38|20|48|5|15|7
15816,2|29|0|21|31|33|15|221|5|14|2|29|0|21|31|33|15|221|5|14
15817,2|31|244|208|7|33|9|13|20|19|2|31|244|208|7|33|9|13|20|19
15818,2|1|87|20|25|54|0|14|26|7|2|1|87|20|25|54|0|14|26|7
15819,2|14|38|1|47|8|44|5|21|166|2|14|38|1|47|8|44|5|21|166|2|14|38|1|47|8|44|5|21|166|2|14|38|1|47|8|44|5|21|166
15820,1|2|162|17|14|68|5|0|21|20|1|2|162|17|14|68|5|0|21|20
15821,2|31|0|21|5|61|89|19|20|7|2|31|0|21|5|61|89|19|20|7
15822,31|2|0|21|5|61|33|60|7|19
15823,2|21|31|11|20|61|7|8|5|33|2|21|31|11|20|61|7|8|5|33
15824,1|14|21|15|5|170|47|44|8|82|1|14|21|15|5|170|47|44|8|82
15825,2|1|5|105|14|7|141|9|20|38
15826,79|194|2|44|261|166|82|21|15|1|79|194|2|44|261|166|82|21|15|1|79|194|2|44|261|166|82|21|15|1
15827,38|79|36|194|1|2|15|44|16|21|38|79|36|194|1|2|15|44|16|21|38|79|36|194|1|2|15|44|16|21
15828,0|2|31|21|33|69|20|7|14|15
15829,5|2|1|14|60|15|47|13|241|111
15830,2|21|0|80|31|5|39|61|19|195|2|21|0|80|31|5|39|61|19|195
15831,41|2|1|0|97|7|14|111|33|43|41|2|1|0|97|7|14|111|33|43
15832,2|1|47|173|82|9|57|0|5|7|2|1|47|173|82|9|57|0|5|7
15833,14|5|21|0|15|8|31|33|20|9|14|5|21|0|15|8|31|33|20|9
15834,2|20|14|15|8|0|33|21|5|31|2|20|14|15|8|0|33|21|5|31|2|20|14|15|8|0|33|21|5|31|2|20|14|15|8|0|33|21|5|31
15835,2|14|1|282|45|50|162|64|63|51|2|14|1|282|45|50|162|64|63|51
15836,39|1|15|66|2|199|179|274|21|227
15837,2|107|15|5|21|0|33|20|31|7|2|107|15|5|21|0|33|20|31|7|2|107|15|5|21|0|33|20|31|7|2|107|15|5|21|0|33|20|31|7
15838,1|15|11|2|114|178|25|61|0|164|1|15|11|2|114|178|25|61|0|164
15839,2|0|47|5|14|31|15|72|195|7|2|0|47|5|14|31|15|72|195|7
15840,2|1|8|21|38|20|48|5|15|7
15841,2|31|72|5|13|21|12|61|18|33
15842,2|1|21|19|179|61|96|3|134|273
15843,31|2|0|21|5|61|33|60|7|19
15844,50|1|45|63|182|20|282|2|14|131
15845,2|1|8|21|38|20|48|5|15|7
15846,2|1|8|21|38|20|48|5|15|7
15848,1|31|0|21|16|17|55|33|292|89
15849,5|31|33|21|14|61|59|19|8|13
15850,147|2|1|38|14|134|19|94|148|8
15851,2|1|8|21|38|20|48|5|15|7
15853,176|148|2|1|5|7|4|14|172|61|176|148|2|1|5|7|4|14|172|61
15854,21|15|8|47|33|19|0|20|97|16|21|15|8|47|33|19|0|20|97|16|21|15|8|47|33|19|0|20|97|16|21|15|8|47|33|19|0|20|97|16|21|15|8|47|33|19|0|20|97|16|21|15|8|47|33|19|0|20|97|16|21|15|8|47|33|19|0|20|97|16|21|15|8|47|33|19|0|20|97|16
15855,2|0|47|21|86|5|7|19|9|61
15856,46|114|107|68|11|23|170|137|1|25
15857,0|14|31|5|15|33|7|61|8|19
15858,2|1|8|29|23|25|15|5|38|21|2|1|8|29|23|25|15|5|38|21|2|1|8|29|23|25|15|5|38|21|2|1|8|29|23|25|15|5|38|21
15860,97|2|152|14|25|153|21|238|8|60
15861,2|0|21|31|5|47|7|61|19|33
15862,221|1|2|21|288|263|143|77|100|22
15863,2|33|0|21|31|61|7|8|14|20|2|33|0|21|31|61|7|8|14|20|2|33|0|21|31|61|7|8|14|20|2|33|0|21|31|61|7|8|14|20|2|33|0|21|31|61|7|8|14|20
15864,2|0|21|61|19|3|221|5|106|31|2|0|21|61|19|3|221|5|106|31
15865,2|147|1|5|15|21|47|41|61|14|2|147|1|5|15|21|47|41|61|14|2|147|1|5|15|21|47|41|61|14
15866,2|1|5|21|33|12|14|20|135|85|2|1|5|21|33|12|14|20|135|85
15867,2|31|0|7|4|13|30|24|9|5|2|31|0|7|4|13|30|24|9|5
15868,2|31|72|5|18|59|13|21|61|4|2|31|72|5|18|59|13|21|61|4|2|31|72|5|18|59|13|21|61|4
15869,20|135|175|198|172|63|68|34|287|14|20|135|175|198|172|63|68|34|287|14
15870,298|91|89|243|143|2|152|8|148|61
15871,2|1|55|47|5|8|14|0|159|61|2|1|55|47|5|8|14|0|159|61
15872,9|45|1|140|237|282|24|133|201|2
15873,97|170|289|109|8|9|206|15|145|2|97|170|289|109|8|9|206|15|145|2
15874,2|0|31|21|5|148|7|95|61|19|2|0|31|21|5|148|7|95|61|19
15875,1|2|66|5|14|56|42|20|7|13
15876,1|2|14|0|115|19|15|21|5|44
15877,25|48|38|182|218|203|5|44|89|275
15878,28|47|40|173|123|245|109|82|13|15|28|47|40|173|123|245|109|82|13|15
15879,86|1|47|2|53|170|7|89|199|138
15880,2|244|208|1|7|8|81|26|5|20|2|244|208|1|7|8|81|26|5|20
15881,2|1|13|7|141|14|6|9|56|12|2|1|13|7|141|14|6|9|56|12|2|1|13|7|141|14|6|9|56|12
15882,1|2|33|21|12|18|8|72|19|5|1|2|33|21|12|18|8|72|19|5|1|2|33|21|12|18|8|72|19|5|1|2|33|21|12|18|8|72|19|5
15883,31|2|0|21|5|61|33|60|7|19
